84	ui.com	https://ui.com/
90	blogspot.com	https://blogspot.com/
102	unity3d.com	https://unity3d.com/
112	f5.com	https://f5.com/
114	amazon.dev	https://amazon.dev/
123	miit.gov.cn	https://miit.gov.cn/
155	flickr.com	https://flickr.com/
156	mts.ru	https://mts.ru/
159	soundcloud.com	https://soundcloud.com/
162	medium.com	https://medium.com/
164	webex.com	https://webex.com/
168	theguardian.com	https://theguardian.com/
169	cnn.com	https://cnn.com/
173	t-online.de	https://t-online.de/
175	oracle.com	https://oracle.com/
176	forbes.com	https://forbes.com/
177	ebay.com	https://ebay.com/
184	ozon.ru	https://ozon.ru/
190	avast.com	https://avast.com/
191	weather.com	https://weather.com/
193	twitch.tv	https://twitch.tv/
195	sciencedirect.com	https://sciencedirect.com/
197	telekom.de	https://telekom.de/
199	gmail.com	https://gmail.com/
201	researchgate.net	https://researchgate.net/
202	nist.gov	https://nist.gov/
203	mit.edu	https://mit.edu/
204	bbc.co.uk	https://bbc.co.uk/
205	openai.com	https://openai.com/
207	sourceforge.net	https://sourceforge.net/
212	playstation.net	https://playstation.net/
213	cisco.com	https://cisco.com/
214	canva.com	https://canva.com/
216	android.com	https://android.com/
217	ubuntu.com	https://ubuntu.com/
221	stripe.com	https://stripe.com/
223	imdb.com	https://imdb.com/
225	roku.com	https://roku.com/
229	telegram.org	https://telegram.org/
232	who.int	https://who.int/
234	hubspot.com	https://hubspot.com/
236	linktr.ee	https://linktr.ee/
239	meraki.com	https://meraki.com/
240	wixsite.com	https://wixsite.com/
241	wildberries.ru	https://wildberries.ru/
242	booking.com	https://booking.com/
250	launchpad.net	https://launchpad.net/
251	deere.com	https://deere.com/
253	ibm.com	https://ibm.com/
255	springer.com	https://springer.com/
